genus	num	p	r
d_Bacteria|p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_Verrucomicrobium	285	0.0271142049419442	-0.493233082706767
d_Viruses|d_Bamfordvirae|p_Nucleocytoviricota|c_Megaviricetes|o_Pimascovirales|f_Iridoviridae|g_Iridovirus	1	0.0478690722447964	-0.447514759283545
d_Viruses|d_Bamfordvirae|p_Nucleocytoviricota|c_Pokkesviricetes|o_Chitovirales|f_Poxviridae|g_Avipoxvirus	1	0.00595378413407365	-0.592070012387313
d_Viruses|d_Bamfordvirae|p_Preplasmiviricota|c_Tectiliviricetes|o_Kalamavirales|f_Tectiviridae|g_Alphatectivirus	2	0.0291223008720835	-0.487794926374194
d_Viruses|d_Orthornavirae|p_Duplornaviricota|c_Resentoviricetes|o_Reovirales|f_Reoviridae|g_Phytoreovirus	0	0.0258266757982588	-0.496889107774664
d_Viruses|d_Orthornavirae|p_Pisuviricota|c_Pisoniviricetes|o_Picornavirales|f_Picornaviridae|g_Cardiovirus	0	0.0382990526746517	0.46614722254102
d_Viruses|f_Nimaviridae|g_Whispovirus	1	0.0309698532980293	-0.483045891539648
d_Viruses|p_Peploviricota|c_Herviviricetes|o_Herpesvirales|f_Herpesviridae|g_Rhadinovirus	0	0.00336810809074753	-0.622619025417908
d_Viruses|p_Peploviricota|c_Herviviricetes|o_Herpesvirales|f_Malacoherpesviridae|g_Aurivirus	0	0.0251785412997193	-0.498784228857982
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Alcyoneusvirus	1	0.0222124514146951	-0.507984270029317
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Brigitvirus	5	0.0205689724292367	-0.513509718842618
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Emdodecavirus	0	0.0226243197156591	0.506650647446197
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Llyrvirus	0	0.0185915175569585	-0.520644707984423
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Mimasvirus	7	0.00358343978798368	-0.61943958019709
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Obolenskvirus	1	0.0239723671779439	-0.502416152854521
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Myoviridae|g_Taranisvirus	0	0.000812340480854079	-0.687347499501163
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Podoviridae|g_Andhravirus	0	0.0185003305949912	0.520988072251728
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Podoviridae|g_Johnsonvirus	1	0.0300563679400439	-0.485365324858107
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Podoviridae|g_Myxoctovirus	0	0.0229670252588968	-0.505555572523332
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Siphoviridae|g_Demosthenesvirus	0	0.0124536543309493	0.54755764630427
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Siphoviridae|g_Fromanvirus	1	0.0463545116103041	-0.45025969209334
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Siphoviridae|g_Maenadvirus	0	0.0489955906296024	0.445516010242081
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Siphoviridae|g_Pepyhexavirus	0	0.00722761704476052	-0.580953524591156
